120
20
3876,11,11,3679,11,11,11,11,11,11,11,11,11,11,392,393,394,395,396,397,397,397,397,397,397,397,397,397,397,397,397,3636,3636,456,392,392,393,394,395,396,397,456,456,392,393,394,395,396,397,461,461,4763,4079,3829,4079,4701,456,456,457,458,459,460,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,392,393,3887,3888,3623,3624,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,393,394,395,396,397,
3876,11,11,3743,11,11,11,11,11,11,11,11,11,11,456,457,458,459,460,461,461,461,461,461,461,461,461,461,461,461,461,3573,3574,520,456,456,457,458,459,460,461,520,392,393,394,395,396,397,461,525,525,4763,4079,4157,4079,4701,392,393,392,393,394,395,396,397,525,525,525,525,525,392,392,393,394,395,396,397,525,525,525,392,393,392,392,392,392,392,392,392,392,392,392,392,392,392,456,457,3951,3952,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456,392,393,394,395,396,397,
3876,11,11,3807,11,11,11,11,11,11,11,11,11,11,520,521,522,523,524,525,525,525,525,525,525,525,525,525,525,525,525,3637,3638,3636,520,520,521,522,523,524,525,396,397,394,395,396,397,461,525,3426,3490,4763,4079,4157,4079,4701,456,457,456,457,458,459,460,461,4388,4389,392,392,393,456,456,392,393,394,395,396,397,4388,4389,456,457,456,456,456,456,456,456,456,456,456,456,456,456,456,392,393,394,395,396,397,397,397,397,397,397,397,3887,3888,397,397,397,397,520,520,392,393,394,395,396,397,
3876,11,11,3871,11,11,11,11,11,11,11,11,3431,3876,3876,393,394,395,396,397,3271,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3272,3277,456,457,458,459,460,461,395,396,397,461,525,3489,3490,3490,4763,4079,4157,4079,4701,3300,458,520,521,522,392,393,394,395,396,392,392,392,392,393,394,395,396,397,397,392,3679,392,520,521,520,520,520,520,520,520,520,520,520,520,520,520,520,392,392,393,394,395,396,397,461,461,461,461,461,3951,3952,461,461,461,461,3573,3574,392,392,393,394,395,396,
3876,11,11,11,11,11,11,11,11,11,11,11,11,3875,3876,3432,458,459,460,461,395,396,397,395,396,397,3336,457,457,457,457,458,3336,392,393,394,395,520,521,522,523,524,525,396,397,461,525,3489,3490,3490,3490,4763,4079,4157,4079,4701,3364,457,458,4388,4389,456,457,458,459,460,456,456,456,456,457,458,459,460,461,461,456,3743,456,3679,3680,459,460,461,3451,3452,3452,3452,3452,3452,3452,3452,3452,3702,392,392,392,392,392,392,392,392,392,392,392,393,394,395,396,397,525,525,3637,3638,392,393,394,395,396,397,
3876,11,11,11,11,11,11,11,11,11,11,11,11,11,520,521,522,523,524,525,459,460,461,459,460,461,3336,457,458,458,458,458,3336,456,457,458,459,460,461,456,457,458,459,460,461,525,3489,3490,3490,3490,3490,4763,4079,4157,4079,4701,521,521,522,395,396,520,521,522,523,524,520,520,520,520,521,522,523,524,525,525,393,3743,395,3743,3744,395,396,397,3579,3889,3889,3889,3889,3889,3889,3889,3889,4024,456,456,456,456,456,456,456,456,456,456,456,457,458,459,460,461,3573,3574,3573,3574,456,457,458,459,460,461,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,520,521,522,523,457,457,458,524,525,3336,521,522,522,522,522,3336,520,457,457,458,524,525,520,521,522,523,524,525,3489,3490,3490,3490,3490,3490,4763,4079,4157,4079,4701,456,457,458,459,460,461,461,461,461,461,4388,4389,457,457,457,457,458,4388,4389,392,393,3807,395,3807,3808,397,397,397,3579,3953,3953,3961,3962,3953,3953,3961,3962,4024,520,520,520,520,520,520,520,520,520,520,520,521,522,523,524,525,3637,3638,3637,3638,520,521,522,523,524,525,
3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,521,521,522,3271,3272,3272,3272,3272,3272,3272,3272,3272,3277,521,521,522,0,4635,4636,4636,4636,4636,4636,4636,4636,4636,4636,4636,4636,4637,4763,4079,4157,4079,4701,520,521,522,523,524,525,525,525,525,525,397,397,521,521,521,521,522,397,397,397,397,3871,397,3871,3872,461,397,397,3579,3889,3889,3961,4026,3889,3889,4025,4026,4024,3689,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,3687,
3695,3695,3695,3695,3695,3695,3695,3695,3695,3758,3758,3695,3695,3695,3695,3695,3695,3695,3695,3695,3695,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4697,4699,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4079,4701,4763,4079,4157,4079,4701,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,4996,3579,3961,3962,3953,3953,3961,3962,3953,3953,4024,3753,3753,3688,3688,3688,3688,3688,3688,3688,3688,3688,3753,3688,3688,3753,3688,3688,3688,3688,3688,3688,3688,3753,3753,3688,3688,
3758,3758,3758,3692,3692,3692,3692,3692,3692,3758,3692,3692,3692,3692,3692,3692,3758,3692,3692,3758,3692,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4761,4699,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4701,4827,4079,3893,4079,4701,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,3579,4025,4026,3889,3889,4025,4026,3889,3889,4024,3688,3688,3688,3688,3688,3753,3753,3753,3688,3753,3753,3753,3688,3688,3753,3753,3753,3753,3688,3753,3753,3753,3753,3753,3753,3688

